longitude,latitude
113.35968088969418,22.775268214305108
113.35804017922413,22.77679101888426
113.35602503309484,22.77968799085034
113.35438428884007,22.784334902076594
113.35225037891692,22.78970538675036
113.35154624782788,22.794097997143307
113.35145138476932,22.794410040516006
113.35107792578232,22.795643210824228
113.3524146435359,22.796588769749913
113.35480186405636,22.795628427503676
113.35789308468283,22.796205680779998
113.36098355063491,22.79743196510156
113.36264225329745,22.797940597209983
113.36428305380073,22.798702245385236
113.36636740368846,22.799529425587217
113.36763501087385,22.797921511352314
113.36919728984704,22.797204017377368
113.36997139246914,22.798006906175235
113.37057770549401,22.79863604958656
113.37366855547602,22.799927544995754
113.37444183907033,22.80006878441646
113.37724836429231,22.801764794708067
113.37753213228176,22.801936508540027
113.38265940526337,22.806956191104938
113.38324505282598,22.807529648215706
113.3847742197755,22.80881037150579
113.38640546494062,22.809926202235708
113.38654439956974,22.810120072482178
113.38775186911404,22.811801978365562
113.387887790865,22.812326738965098
113.3879257690657,22.812474671707015
113.38536365028482,22.813380449720437
113.3824469933779,22.814758536374615
113.3816993910326,22.81522682821639
113.38082283888826,22.816508934127242
113.37975544196422,22.817887168295634
113.37847825736358,22.81910666044508
113.37569131067842,22.821265128650897
113.37399772186218,22.822484193674775
113.37165387554397,22.8240188918652
113.37008345157572,22.824862204207083
113.36892868723768,22.825237312481402
113.36789485223731,22.825332430793505
113.36667130225936,22.825143910098017
113.36485656706192,22.82464227378085
113.36364015878436,22.82417296427195
113.36304194873736,22.824110750391363
113.36254659999865,22.8242363446104
113.3613571795083,22.82479770575067
113.3600719303824,22.82551818045553
113.35878773861748,22.826142734980756
113.35706830593465,22.825991249361984
113.35191155771915,22.82490747042091
113.34869903836008,22.82441683329383
113.34706091603704,22.824328590514956
113.34710303636749,22.821445572840165
113.34495793043122,22.820748469918154
113.34356942492144,22.82142562508145
113.34063191309475,22.82149478264119
113.33991325255363,22.821895923793374
113.33953191394163,22.822890246927127
113.33848094325346,22.822745200321258
113.33762162593857,22.822460868289745
113.33592996377568,22.821971151250956
113.33391497171272,22.82161001946763
113.33265651875845,22.821075566544092
113.3317713038745,22.820937279232417
113.33053781009116,22.820641712464003
113.3268310964405,22.82439638212723
113.32395788225692,22.825984289725124
113.31812478454111,22.82748888728428
113.31278659677082,22.828990434153766
113.30902803741458,22.830932701244645
113.30671947196348,22.833133102765512
113.30604665530477,22.835229538518497
113.30541775625869,22.837189937638424
113.30514798403782,22.841655741070845
113.30428084892394,22.853930606005612
113.30025255428875,22.85378071863264
113.298438862324,22.85482040683644
113.29819623083993,22.855998360575057
113.29755335350508,22.856856106613215
113.29566168034712,22.858340657203193
113.29448953593148,22.86179621410295
113.29146087154157,22.860585463358547
113.29079186541516,22.862660681971537
113.29206767601565,22.862966593688537
113.2909743837763,22.86525838627938
113.29597441490783,22.868857032995372
113.29390783045153,22.872711856569165
113.29275363233029,22.875852440062687
113.29512340530788,22.876820267424417
113.2959478710266,22.877692574847334
113.29547060519185,22.879512628779377
113.29506630720128,22.879804169674482
113.27688771340979,22.89285041016511
113.27351081134255,22.89433352187987
113.2717056907762,22.89747108065228
113.27170550325597,22.900285930842387
113.27208789696766,22.9028794880456
113.27331141278813,22.903846842499174
113.27499537720006,22.903847045542108
113.27710371204815,22.903641754726312
113.27924782982977,22.903846116378816
113.28061889854987,22.90419027020492
113.28070564206816,22.906193336793724
113.27922248486182,22.90952980669128
113.27897155984172,22.913539453632932
113.2797353134047,22.91648329507442
113.27900593171499,22.92223679304749
113.2782766312385,22.926529876198614
113.27706199641885,22.930136791356063
113.27783094191658,22.930779621876148
113.27784092819063,22.93078660714257
113.27784891698072,22.930795593925037
113.27794578277877,22.93087644532507
113.27796076216829,22.93088642338158
113.2779747426141,22.930900400934046
113.27851199244002,22.93134957081268
113.27966536237436,22.932156825572207
113.28115822342129,22.93274170226965
113.28224367262277,22.9324814069614
113.282356567087,22.931591633352028
113.2833191647395,22.931292482678476
113.28451728311855,22.932407389312026
113.28483871320998,22.93357745426663
113.28724989151333,22.934251765559253
113.28713105064593,22.934708744231852
113.2928414000576,22.936753264092854
113.29274554732164,22.937033296709743
113.29102724837257,22.94061445231851
113.28977720979852,22.942625500198762
113.28790209063125,22.945489065106372
113.28739086964538,22.94613553339733
113.28619266935294,22.94764360768956
113.28385713867098,22.949508050191188
113.28245207423429,22.951801949080654
113.28097612383425,22.9530523271047
113.27981270926087,22.953810466218652
113.27748779759696,22.954673901030322
113.2771402323777,22.954989171623346
113.27629829044875,22.955442944019303
113.2710824111147,22.957014760172772
113.27066585299531,22.957251059480136
113.27048803970959,22.95735318495123
113.27024629071335,22.95750834687765
113.27019334687935,22.95752039145166
113.26925930037585,22.958052026039155
113.267592843622,22.9602225623241
113.26649093434409,22.95979166272044
113.26483346065854,22.95961603651768
113.26295819494872,22.957485300190786
113.2625075743182,22.957241710745997
113.2617261558539,22.957693032214845
113.26226447919143,22.96155402921292
113.26174382648136,22.96242399735775
113.25877577896298,22.964861707385086
113.25547759817017,22.96688740969475
113.25259587982737,22.968074941572844
113.25191512596882,22.968489963972132
